,review,sent,sent_pred
,mantap cepat sekali sampai nya        ,1,1
,terimakasih barang sudah di terima sesuai dengan pesanan     ,1,1
,sangat mengecewakan hp nya seperti kw n bkn baru tdk ada kitabnya ,0,0
,barang beda cepet panas         ,0,0
,belum unboxing namun tampaknya oke coocaa ini kartu garansinya mana ya sy bongkar,1,0
,bushing arm kecil jazz rs buah       ,0,0
,packing rapi harga bersahabat dan kualitas nya tidak diragukan lagi   ,1,1
,hitam beli diskon kurang banyak        ,0,0
,hari rabu barang telah tiba dengan packaging yang rapi dan baik segera telah,0,1
,fisik nya oke banget tapi batrei nya soak     ,0,0
,paket sudah diterima packing rapih tks       ,1,1
,allhamdullilah sudah sampai semoga cocok madunya trimaksih      ,1,1
,tks y udh smpe brg ny       ,1,1
,packing nya rapi cepet sampai        ,1,1
,kualitas bagus ternyata isinya pc kirain sepasang hehe nanti kapan lagi order lg,1,1
,barang ori kualitas juoosh dapat ada lecet dikit tp peforma normal  ,1,1
,produk rusak sama sekali         ,0,0
,packing rapih sesuai deskripsi berfungsi dengan baik      ,1,1
,barang asli packing dengan buble wrap dapat gratis sample pula tksh penjual next,1,1
,gambar pcs deskripsi xgr yang datang cuma jebak betmen kapok   ,0,0
,sesuai dgn harapan          ,1,1
,gan knp setelah d pasang kartu hp gg nyala malah kedap kedip mulu,0,0
,radioelshinta kecelakaan kendaran mobil type avanza di lajur paling kanan kamu dari jatibening,0,0
,good job lazada kurir sangat baikk       ,1,1
,original packingnya bagus          ,1,1
,tanks kul bakul pesanan tiba dgn cepat      ,1,1
,asyik dapat murah          ,1,1
,soiplpl            ,1,1
,tolong kurir nya di beri uang receh untuk kemblian karena kurir nya malas,0,0
,terima kasih pesanan sudah di terima       ,1,1
,good product reconnended murmer         ,1,1
,mantaapp cepat dan benar rekomen banget       ,1,1
,barang biasa saja sih tidak terlalu sesuai dengan foto tetapi lumayan dengan harga,0,0
,sayang bgt gan di hp q vivo y gak suport   ,0,0
,pengiriman cepat lebih cepat dari jadwal yg seharusnha tapi invoice sama buku garansinya,1,0
,produknya kurang memadai sepakernya suaranya gerosok yah sesuai harga deh   ,0,0
,sesuai gambar fast response x jam barang smp di tujuan   ,1,1
,tv mantab harga bersahabat walaupun ada drama sedikit dipembelian pertama   ,1,1
,produknya original cepet banget sampenya seller juga ramah next time order lagi ,1,1
,iphone s slot sim tidak bisa keluar atas nama bapak irwin jalan tabrani,0,0
,fast response sangat bisa diandalkan        ,1,1
,barang sudah sampai gan headset nya lumayan jernih suaranya    ,1,1
,suka video apes polisi ini mati kutu saat hendak tilang kendara mobil lihat,0,0
,order dari tanggal desember tapi sampainya baru tanggal desember packing tidak rapi hanya,0,0
,saya dapat barang yang chargernya palsu saya jadi berfikir bahwa hpnya pun palsu,0,0
,produk tidak berfungsi dengan baik        ,0,0
,barangnya oke namun proses pengiriman dan status pengiriman tidak jelas tidak bisa d,0,0
,layanan dan respon penjual sgt baik packing rapi     ,1,1
,beli eh malah shortcut pokoknya kecewa banget      ,0,0
,sumpehh gilaa ceept bngtt baru order kemarin dan hari ini udah dateng dongg,1,1
,handsfree gak ada pengiriman telat kecewa bgt      ,0,0
,harga terjangkau pengemasan baik pengiriman cepat produk original overall is the best all,1,1
,sesuai deskripsi kirim cepat         ,1,1
,bung kan sy pesenan sy yg gb knp yg dtg jadi gb ,1,0
,barang ga bisa berfungsi dg baik       ,0,0
,saya tidak terima barang ini tolong konfirmasi saya chat lapak tidak ada respon,0,0
,untung lain dari panasonic ini awtsr deluxe automatic iron adalah cepat panas badan,0,0
,was            ,0,0
,mantap sesuai ekspentasi          ,1,1
,barang sdh nyampe cuman belum sempat di pasang sih nb kemasan dan packing,1,1
,sumpah saya salut dan two thums up buat jdid    ,1,1
,tidak sesuai gambar dan deskripsi        ,0,0
,barang sudah diterima barang cukup bagus sesuai lah dengan harga   ,1,1
,kelemparnya itu ke kursi buat menyetir makanya setelah kejadian ini trauma kalau ada,0,0
,thankyouu free nya jga cantik bgt       ,1,1
,nokia hentikan jualan kamera vr karyawan kena phk     ,0,0
,pengiriman cepat produk sesuai pesanan nkualitas bagus      ,1,1
,sangat asa manfatnya          ,1,0
,yang berfungsi cuma bagian aja nya lagi ga ada fungsi apa apa ,0,0
,barang sangat bagus pakingan juga rapih sangat memuaskan     ,1,1
,terlalu setandar mungkin karna harganya yg murah      ,0,0
,barang sudah nyampe meski kirim agak lama packing bagus barang nya juga ok,0,1
,produknya bagus sesuai deskripsi produk kaosnya halus dan bahannya tebal juga seller nya,1,1
,phk lagi phk lagi ratusan pekerja pertamina divis angkutan sopir mobil pertamina mengadakan,0,0
,barang tidak bisa di charge lumayan kecewa      ,0,0
,lumayan barangnya pengiriman dari pesanan warna dikirim secara terpisah    ,1,0
,tv nya mantap keren pengiriman murah kecepatan kirim ditingkatkan    ,1,1
,sudah terima dengan baik bahan tipis tetapi tidak mudah sobek   ,0,0
,senar terpasang aman          ,1,1
,sangat bagus harga yang lebih rendah tapi performa tinggi    ,1,1
,barang sesuai spek packing bagus dan tepat waktu cuma memang telah saya coba,0,1
,gokil inch tp berasa karna bezel tipisnya warna asik suara mantap the best,1,1
,barang sudah sampai mantaapp         ,1,1
,harga ok dan respons         ,1,1
,kecewa dengan barang yg di sediakan soal kapasitas tidak di permasalahkan tapi kenapa,0,0
,barangnya sesuai dengan deskrip dan murah       ,1,1
,barang sudah nyampe thanks sangat cepat respon      ,1,1
,barang sudah tiba di tkp terimakasih barang bagus cocok dengan gambar sip ,1,1
,produk belum sampai dan uang belum d kmbalikan     ,0,1
,matab waktu terima packing rapih enggak ada lecet super dah nih tv ,1,1
,sama sih sandisk tapi beda tipe       ,0,0
,ga bisa dipakai buat nyimpen file       ,0,0
,sempat ragu ragu saat akan bel telah pasang jalan dengan baik di mbp,0,1
,terima kasih untuk kerja smax barangx sdh sy terima hr ini brangx bgus,0,1
,barang nya nggak bisa di pake       ,0,0
,otg oval gak bisa langsung connet       ,0,0
,barang cpt sampai nkualitas barang sesuai harga      ,1,1
,okee banget suskes gan next order di mari     ,1,1
,ios ini buat saya merasa seperti pakai samsung baterai sangat cepat habis ,0,0
,pengiriman nya cepett packing nya aman bangtt nthe best dehh kapan beli lagi,1,1
,saya cancel aja gak sesuain prkiraan       ,0,0
,barangnya kurang memuaskan isinya tidak sesuai harapan      ,1,0
,kualitas tidak sesuai harga         ,0,0
,berfungsi sebelah doang          ,0,0
,barang cepat sampai semoga awet yah mkssih      ,1,1
,barang sesuai iklan respon seller cepat mantap      ,1,1
,barang mendarat dengan selamat wlupun kurir nya nyasar kualitas sesuai deskripsi recomend seller,1,1
,pengiriman cepat harga murah dapet yang sepadan fungsinya oke ada salah satu part,0,1
,mantap pengiriman cepat dan aman via jne trucking di packing kayu lagi thanks,1,1
,bagus dan awet bgt bgt        ,1,1
,baru pakai semingu sudah konslet namun akan lebih baik apabila kwalitas barang lebih,0,0
,ini kw bukan original nbelum apa sudah copot nklu kw bilang kw jgn,0,0
,barang nya sesuai degan pesannan pas semua cuman ke panjagan dikit trus barang,1,0
,sudah terima hari yanglalu maaf baru coment terima kasih ya   ,0,1
,pakai nokia senang phone tidak pecah kalau jatuh     ,1,0
,standar harga pasar          ,0,0
,brang sudah diterima dan cocok        ,1,1
,terima kasih gan moga kuat and awet      ,1,1
,kena harga mahal kecewa berat        ,0,0
,colok langsung rusak not rekomnded        ,0,0
,sayang jahitannya amburadul benang sisa numpuk di mana     ,0,0
,pengiriman lebih cepat dr estimasi yg diberikan akan tetapi safetynya kurang bagus tidak,0,0
,rasa aneh tetapi lumayan         ,0,0
,barang sampai telat voucher antivirus sudah expired ada pertanggung jwbannya gak  ,0,0
,hardisknya rusak baru di pake bulan       ,0,0
,bahannya sangat tipis          ,0,0
,hari ini tepat senin oktober memory yang saya pesan datang memory team ini,0,0
,terimakasih banyak barang sampai dengan selamat maaf telat kasih ulasan   ,1,1
,barang sampai smoga kualitas baik krn blm sempet sy cek satu sukses gan,1,1
,produk sudah sampai cepat sekali padahal baru kemarin pesan terima kasih  ,1,1
,pesan sudah saya terima terima kasih tetapi di coba pakai dahulu ya ,0,0
,produk barang sesuai pesanan thanks lazada       ,1,1
,pokoknya sy minta ganti sesuai postingan yg bnr aja msk dikirim ditunggu itikad,0,0
,barng sudah d terima bos        ,1,1
,barang sudah diterima tapi pouch dan pen tidak ada gimana sih ini ,0,0
,paket nya sampai sangat cepat tapi sayang promo bonus braket nya ga ada,0,0
,hancurkan            ,0,0
,tidak cantik           ,0,0
,barangnya kaya bekas etalase banyak debu apalagi kardusnya ya sesuai harga lah walau,0,0
,jangan beli barang ini tidak rekomendasi data saya pasti hilang telah simpan jangan,0,0
,saya harap datang yang made in korea karena memang harga pasara rban nyata,0,0
,mudah mudah extro yang ini bisa benar benar usir tikus karena harga yang,0,1
,kirim usb rusak          ,0,0
,catatanya pc utk cewek usia thn npc utk cowok usia thn tapi dikirimnya,1,0
,barang cepat dan berfungsi dengan baik recommended      ,1,1
,lagi antri di pom bensin avanza tz main nyelak pas dia di depan,0,0
,lagi zonk ada label sale tetapi nyata masih harga normal   ,0,0
,bantu dong iphone sinyal lemah terus kenapa ya sama biayanya berapa  ,0,0
,ga ada yg bisa dipake        ,0,0
,saya sudah terima tetapi bidah dan tidak sama yng di gambar mohon dari,0,0
,peyot rice coker nya         ,0,0
,gambar sama seperti di produk bungkusnya juga rapi yapi belum dicoba semoga bisa,1,1
,tinggal di kab semarang tapi daerah tinggal ku tdk ada   ,0,0
,bahanya kurang halus seperti produk main murah sedotanya cukup kuat dan tidak begitu,0,0
,ukuran yg dipesan tidak sesuai dengsn yang dikirim penjual tidak menanggapi chatt ,0,0
,knp smua film yg saya masukkan ke flashdisk it lgsg rusak filenya blom,0,0
,selalu puas sm hasilnya kalo belanja disini love you mom ed sekali lagi,1,1
,cakey setelah wajah mulai agak lembab di wajah jadi agak pink walopun pilih,0,0
,barang diterima dalam kondisi sempurna dan bisa berfungsi dengan baik   ,1,1
,ram gb atau gb         ,0,0
,baik dan hemat          ,1,1
,tv sdh tiba di minggu malam delivery cepat via motor by kurir tv,0,1
,bagus minn           ,1,1
,siap diantar ke pemilik nya        ,1,1
,barang memuaskan respon juga cepat walau hanya jam kerja saja tp tetep memuaskan,0,1
,pesanan sudah sampai sama dengan di gambar tapi belum dicobain pengiriman cepat dan,1,1
,keren flashnya murah prosesnya standard suka bangat kurirnya oke bangat ramah dan friendly,1,1
,pesan warna gold yang datang warna silverpadahal sudah konfirmasi via chat  ,0,0
,ampon tidak enak skale         ,0,0
,tv murah kualitas ok         ,1,1
,barang original recommended seller         ,1,1
,warnanya gitu ya nbahaya gak sih ini nkirain dalemnya kaya jel gitu ,0,0
,terimakasih produk sudah diterima dengan baik       ,1,1
,tv nya telah sampai dengan kondisi baik dan setelah di coba semua berfungsi,1,1
,but isi nya gak sampe gb its okey     ,1,0
,pesen udah minggu barang blum nyampe gmna lazada teh biasanya aku sering pesen,0,0
,barang bagus disain nya juga keren anti air pula poko ne keren dah,1,1
,tetapi meski punya ponsel kadang tetap sepi loh saya bisa merasakanya mari ,0,0
,barang oke sesuai harga dan kirim cepat      ,0,1
,tvnya mantapp udah di jajal joss gandos semoga awet ych   ,1,1
,jam tangan anak di jual ukuran terlalu kecil kecewa belanja disini jangan belanja,0,0
,telah tunggu pada hari ke tiba dengan selamat packing oke banget packing asli,1,1
,awal laptop saya hanya punya ram besar gb makin lama laptop saya makin,0,0
,barang tidak sesuai sama sekali dengan foto ndi foto kuning bagus yg dateng,0,0
,respon penjual baik kecepatan pengiriman baik saya baik ibu saya baik bapak saya,1,1
,barang sesuai pesanan harga bersaing trims lazada      ,1,1
,saya memesan warna biru tetapi anda memberikan warna hitam mengapa anda memiliki pilihan,0,0
,sekian sekali nya saya berlanganan makasih ya brngny sudah sampai tetapi sekali ini,0,0
,coba headphone ini pertama sekali di buah mal prestisius di jakarta selatan dengan,0,0
,barang sudahh di terima tapi barang belum di coba thx   ,1,1
,mf bru kasih ulasan orderan ke sampai dengan selamat hehe real pict banget,1,1
,bukan android tv berasa ketipu dikirm tv nya cacat pabrik kaca tv bagian,0,0
,semoga allah senantiasa memberikan kesuksesan ya terima kasih atas pelayanan terbaik nya ,1,1
,top markotop tv nya sdh mendarat berfungsi dgn baik tks lazada  ,1,1
,pesan dari tgl desember blm dikirim juga sampai skrg tolong dong pelayanannya kecewa,0,0
,good price           ,1,1
,tidak ada segel sih antara tutup dan botol ini produk asli atau tidak,0,0
,aduuh bguus pisan kak len nanakku sukaa nsekian kali nya beli dsni bguus,1,1
,kenapa yg dateng malah nourish skin padahal saya ga pernah pesan  ,0,0
,pengiriman cepat packing rapi tes barang okee mantap     ,1,1
,enak tetapi kadang isi cuma pcs       ,0,0
,cucook meoong           ,1,1
,pengiriman gercep harga paling okee        ,1,1
,sikenn baguuss           ,1,1
,barangnya amaan sesuai pesanan bagus jg makasih atas fast responnya keburu gosend di,1,1
,jerawat karena debu minyak atau karena dapat sebel banyak banget sebab jerawat ,0,0
,pesen warna ijo yg dateng warna merah terus responnya lama pengiriman nya jg,0,0
,dress nya bagus bahannya mantull harganya murce tp masih kegedean gpp buat stok,1,1
,saya guna macbok pro i ghz dan belum guna keping gb memory saya,0,0
,toopp            ,1,1
,barang bagus tapi agak kecewa kapasitas hanya      ,0,0
,respon cepat pengiriman cepat packing rapih       ,1,1
,hdd diterima dengan baik dan berfungsi dengan baik sayangnya bonus yang diberikan tidak,0,1
,ukuranya kecil           ,0,0
,pengemasan yg lama membutuhkan waktu sehari padahal di catatan toko atau d diskripsi,0,0
,kirain proclin yang besar nyata kecil       ,0,0
,saya salah beli jadi ngga bisa kasih bintang jadi ngga terpakai barang nya,0,0
,mantap sdh x blanja dsini        ,1,1
,mantul pokokne semoga sering sering promo biar aku juga repeat order packaging oke,1,1
,super            ,1,1
,barang saya belum sampai tapi distatus aplikasi sudah diterima    ,0,0
,barang nya bagus dan ya lumayanlah ya untuk harga segitu dengan kualitas barang,1,1
,terima kasih barangnya sudah say terima bagus      ,1,1
,bagus kualitas ok sesuai deskripsi        ,1,1
,tv bagus pengirimannya jg cpt terima kasih lazada     ,1,1
,respon cepat barang sesuai harga dan recomendet      ,1,1
,lama bget di kirimnya         ,0,0
,ga kebaca pas dicabut malah kesetrum       ,0,0
,sangat kecewa pesan yang gb yang dateng malah gb kalau gak niat jualan,0,0
,warnanya tidak sesuai packaging         ,0,0
,asli bnran emang coat jeans nya keren banget ukuran aku juga pas nggk,1,1
,pengiriman lambat jasa pengirimannya berbeda dengan requestnya respon chat lambat   ,0,0
,baju dan celana tidak sesuai gambar warna dan model beda   ,0,0
,barang tdk sesuai gk bisa di pakai kecil banget    ,0,0
,kalau samsung cuma kalah diharganya        ,0,0
,juara cepet banget nseneng deh belanja di toko ini    ,1,1
,utk kualitas bahan bagus hanya saja tidak sesuai umur pesanan sy yg dtg,0,0
,pengiriman lemot banget padahal pake gojek       ,0,0
,produknya sangat good          ,1,1
,kayak sepatu bekas sudah mengelupas        ,0,0
,jastip andalan penjual ramah pengiriman cepat jastipnya terjangkau banget produk hnm udh pasti,1,1
,gak dapet pita nih hehe kecewa       ,0,0
,original product good packing fast delivery       ,1,1
,alhamdulillah barang bagus jaga kualitas terus ya semoga selalu amanah   ,1,1
,pengiriman super lama melebihi estimasi        ,0,0
,kecewa sampe skrng brng blm datang       ,0,0
,sangat kecewa karena barang yg di pesan semua di kasih warna dan nomer,0,0
,bagus sesui pesanan          ,1,1
,barang sudah mendarat dgn aman dan sesuai seperti digambar thanks   ,1,1
,barang bagus mks          ,1,1
,thanks sesuai pesanan dan pengiriman ok       ,1,1
,biar bintang yang berbicara sedikit kecewa       ,0,0
,bagus tidak cacat          ,1,1
,sumpah kerenn banget pesen kmrin sore skrng udah smpe cuma sehari lamgsung smpe,1,1
,kecewa dengan pengirimannya lambat sekalii kondisi barangnya      ,0,0
,respon penjual cpt barang mantul        ,1,1
,barang gk bisa hidup dijual        ,0,0
,barangnya sampai dengan selamat tapi kualitas barangnya jelek gak bisa buat nyimpen film,0,0
,hancur noda bandel          ,1,0
,yang sedikit kurang hanya suara saja tetapi dengan harga segitu lebih dari dar,0,0
,kemarin pesan hari ini nyampe npengemasan nya cepet banget good job seller npengemasan,1,1
,kemarin cari nokia warna silver sudah siap      ,1,1
,deskripsi gb tp produk yg dikirimkan hanya kapasitas gb    ,0,0
